Endereço;Complemento;Cidade;Estado;CódigoPostal;Name;Telefone;Bairro;Região OP;URL;Tipo;Categoria;Latitude;Longitude;Endereço Formatado
Av. João Pessoa, 1831; 2° Piso;Porto Alegre;RS;90040-001;CenterShopping João Pessoa;(51)3223-4158;Santana;CENTRO;http://www.cinesystem.com.br/multiplex.asp?codCinema=18;ESPAÇO DE FORMAÇÃO CULTURAL;;-30,045841483142;-51,21290815219;Av. João Pessoa, 1831 Porto Alegre, RS 90040-001
Av. João Pessoa, 205;;Porto Alegre;RS;90040-000;Galeria de Arte Adesivo;(51)9147-0359;Centro Historico;CENTRO;;ESPAÇO CULTURAL;;-30,034361482814;-51,22163332568;Av. João Pessoa, 205 Porto Alegre, RS 90040-000
Av. João Pessoa, 52; Prédio 11109;Porto Alegre;RS;90040-001;Biblioteca UFRGS CIÊNCIAS ECONÔMICAS (ECO);(51)3308-3514;Farroupilha;CENTRO;http://www.ufrgs.br/bibeco/;ESPAÇO DE FORMAÇÃO CULTURAL;livro, leitura;-30,046286603812;-51,212305489353;Avenida João Pessoa, Porto Alegre - RS, 90040-001, República Federativa do Brasil
Av. João Pessoa, 80; Prédio 11108;Porto Alegre;RS;90040-000;DL-253 | Biblioteca Depositária das Nações Unidas ;(51)3308-3472;Centro Historico;CENTRO;http://www6.ufrgs.br/direito/?page_id=151;ESPAÇO DE FORMAÇÃO CULTURAL;livro, leitura;-30,034531131828;-51,221315740214;Avenida João Pessoa, 80 - Centro, Porto Alegre - RS, 90040-000, República Federativa do Brasil
Av. João Pessoa, 80; Prédio 11108 1º Andar;Porto Alegre;RS;90040-000;Biblioteca UFRGS Direito;(51)3308-3118;Centro Historico;CENTRO;http://www6.ufrgs.br/direito/?page_id=146;ESPAÇO DE FORMAÇÃO CULTURAL;livro, leitura;-30,034528269445;-51,221314491885;Av. João Pessoa, 80 Porto Alegre, RS 90040-000
Av. João Pessoa, 943;;Porto Alegre;RS;90040-000;Galeria de Arte da Ecarta;(51)4009-2970;Farroupilha;CENTRO;http://www.fundacaoecarta.org.br/galeria/default.asp;ESPAÇO CULTURAL;;-30,039904134787;-51,217486793504;Av. João Pessoa, 943 Porto Alegre, RS 90040-000
Av. João Wallig, 1800; 2º Piso;Porto Alegre;RS;91340-001;GNC Cinemas Iguatemi;(51)3299-0505;Passo Dareia;NOROESTE;http://www.gnccinemas.com.br;ESPAÇO DE FORMAÇÃO CULTURAL;;-30,023022440719;-51,163261996716;Avenida João Wallig, 1800 - Shopping Iguatemi Porto Alegre, Passo da Areia, Porto Alegre - RS, 91340-001, República Federativa do Brasil
Av. José Bonifácio,  Parque Farroupilha;;Porto Alegre;RS;90035-141;Brique da Redenção;;Bom Fim;CENTRO;www.briquedaredencao.com.br ;ESPAÇO DE FORMAÇÃO CULTURAL;artesanato, culinária;-30,036177729591;-51,210845418897;Posto da Brigada Militar - Parque Farroupilha - Avenida José Bonifácio - Farroupilha, Porto Alegre - RS, República Federativa do Brasil
Av. José Bonifácio,  Parque Farroupilha;;Porto Alegre;RS;90035-141;Brique de Sábado;;Bom Fim;CENTRO;http://www.briquedesabado.com.br/;ESPAÇO DE FORMAÇÃO CULTURAL;artesanato, culinária;-30,036177555326;-51,210844167118;Av. José Bonifácio,  Parque Farroupilha Porto Alegre, RS 90035-141
Av. José Bonifácio, 485;;Porto Alegre;RS;90040-130;Fita Tape;(51)3028-1217;Farroupilha;CENTRO;http://www.fitatape.art.br/;ESPAÇO CULTURAL;;-30,037970098991;-51,21295494519;Av. José Bonifácio, 485 Porto Alegre, RS 90040-130
Av. José Bonifácio, 95;;Porto Alegre;RS;90040-130;Koralle;(51)3226-0265;Farroupilha;CENTRO;http://www.koralle.com.br/;ESPAÇO CULTURAL;;-30,039807430002;-51,216085173495;Av. José Bonifácio, 95 Porto Alegre, RS 90040-130
Av. Julio de Castilhos, 159; 6° andar;Porto Alegre;RS;90030-130;Fundação Vera Chaves Barcellos Centro de Documentação e Pesquisa;(51)3228-1445;Centro Historico;CENTRO;http://www.fvcb.com/fvcb/site/;ESPAÇO CULTURAL;;-30,02663956256;-51,22654586407;Avenida Júlio de Castilhos, 159 - Centro, Porto Alegre - RS, 90030-130, República Federativa do Brasil
Av. Loureiro da Silva, 255;;Porto Alegre;RS;90010-460;Memorial da Câmara Municipal de Porto Alegre;(51)3220-4318;Centro Historico;CENTRO;http://www2.camarapoa.rs.gov.br/default.php?p_secao=115;ESPAÇO CULTURAL;;-30,037200033447;-51,236985849128;Av. Loureiro da Silva, 255 Porto Alegre, RS 90010-460
Av. Loureiro da Silva, 255;;Porto Alegre;RS;90010-420;Teatro Glênio Peres;(51)3220-4397;Centro Historico;CENTRO;http://www.camarapoa.rs.gov.br/;ESPAÇO CULTURAL;;-30,037197485041;-51,236983142972;Av. Loureiro da Silva, 255 Porto Alegre, RS 90010-420
Av. Loureiro da Silva, 255;;Porto Alegre;RS;90010-420;Galeria Clébio Sória;(51)3220-4100;Centro Historico;CENTRO;http://www.camarapoa.rs.gov.br/;ESPAÇO CULTURAL;;-30,02516879761;-51,202578751757;Av. Loureiro da Silva, 255 Porto Alegre, RS 90010-420
Av. Loureiro da Silva, 945;;Porto Alegre;RS;90010-420;Auditório da Escola Técnica Parobé;(51)3221-6953;Centro Historico;CENTRO;;ESPAÇO CULTURAL;;-30,038639848488;-51,229069780989;Av. Loureiro da Silva, 945 Porto Alegre, RS 90010-420
Av. Mariland, 1076;;Porto Alegre;RS;90440-191;Espaço Calliandra;(51)3333-5255;Auxiliadora;CENTRO;;ESPAÇO CULTURAL;;-30,019673208548;-51,194104136067;Av. Mariland, 1076 Porto Alegre, RS 90440-191
Av. Mariland, 597;;Porto Alegre;RS;90440-190;Via Livia Galeria de Arte;(51)3325-1695;Auxiliadora;CENTRO;;ESPAÇO CULTURAL;;-30,019205650879;-51,192669352652;Av. Mariland, 597 Porto Alegre, RS 90440-190
Av. Mauá, 1238; Estação Mercado;Porto Alegre;RS;90020-003;Biblioteca Livros sobre Trilhos;(51)3363-8477;Centro Historico;CENTRO;http://www.trensurb.gov.br/paginas/galeria_projetos_detalhes.php?codigo_sitemap=66&codigo_sitemap_pai=5;ESPAÇO DE FORMAÇÃO CULTURAL;livro;-30,026471591391;-51,228443030667;Avenida Mauá, 1238 - Marcílio Dias, Porto Alegre - RS, 90010-080, República Federativa do Brasil
Av. Moab Caldas, 2035;;Porto Alegre;RS;90880-310;Cinema Meio RealSala Sayonara da Luz Santos;(51)8123-3195;Santa Tereza;CRUZEIRO;http://www.mariamulher.org.br/cinema.htm;ESPAÇO DE FORMAÇÃO CULTURAL;;-30,068692515298;-51,216172832897;Av. Moab Caldas, 2035 Porto Alegre, RS 90880-310
Av. Moab Caldas, 400;;Porto Alegre;RS;90880-310;Auditório do Centro de Saúde Vila dos Comerciários ;(51)3289-4052;Santa Tereza;CRUZEIRO;;ESPAÇO CULTURAL;;-30,068690537141;-51,216176049974;Av. Moab Caldas, 400 Porto Alegre, RS 90880-310
Av. Moab Caldas, 400;;Porto Alegre;RS;90880-310;Auditório do Centro de Saúde Vila dos Comerciários ;(51)3289-4052;Santa Tereza;CRUZEIRO;;ESPAÇO CULTURAL;;-30,02868664814;-51,205861172278;Av. Moab Caldas, 400 Porto Alegre, RS 90880-310
Av. Nilo Peçanha, 1521;;Porto Alegre;RS;91330-000;Museu Anchieta de Ciências Naturais;(51)3328-7455;Boa Vista;NOROESTE;www.colegioanchieta.g12.br/museutive_menu_sub&marcador=15;ESPAÇO CULTURAL;;-30,027927298578;-51,174978381858;Av. Nilo Peçanha, 1521 Porto Alegre, RS 91330-000
Av. Osvaldo Aranha, ;;Porto Alegre;RS;90035-190;Araújo Vianna;(51)3311-5156;Bom Fim;CENTRO;www.araujovianna.com.br;ESPAÇO CULTURAL;;-30,033686573087;-51,216375461082;Avenida Osvaldo Aranha - Central, Porto Alegre - RS, 90035-190, República Federativa do Brasil
Av. Osvaldo Aranha, 277;;Porto Alegre;RS;90035-190;Museu da UFRGS;(51)3308-3390;Farroupilha;CENTRO;http://www.museu.ufrgs.br/novo/index.php;ESPAÇO CULTURAL;;-30,032898287862;-51,218025872462;Av. Osvaldo Aranha, 277 Porto Alegre, RS 90035-190
Av. Osvaldo Aranha, 522;;Porto Alegre;RS;90035-190;Galeria de Marte;;Bom Fim;CENTRO;http://www.galeriademarte.blogspot.com/;ESPAÇO CULTURAL;;-30,031927315712;-51,221805038679;Av. Osvaldo Aranha, 522 Porto Alegre, RS 90035-190
Av. Osvaldo Aranha, 744;;Porto Alegre;RS;90035-191;ACIRS;(51)3212-5440;Bom Fim;CENTRO;http://www.acirs.org.br/biblioteca.html;ESPAÇO DE FORMAÇÃO CULTURAL;livro, leitura, música, audiovisual ;-30,033574959665;-51,214766081337;Av. Osvaldo Aranha, 744 Porto Alegre, RS 90035-191
Av. Osvaldo Aranha, 744;;Porto Alegre;RS;90035-191;ACIRS Associação Beneficente e de Assistência Educacional do Rio Grande do Sul;(51)3212-5535;Bom Fim;CENTRO;http://www.acirs.org.br/;ESPAÇO DE FORMAÇÃO CULTURAL;Educação;-30,033573914139;-51,214765723304;Av. Osvaldo Aranha, 744 Porto Alegre, RS 90035-191
Av. Osvaldo Aranha, sn;;Porto Alegre;RS;90035-190;Associação da Imagem e Som de Porto Alegre Amispa;(51)3311-5156;Bom Fim;CENTRO;;ESPAÇO CULTURAL;;-30,033857127179;-51,21671017734;Av. Osvaldo Aranha, sn Porto Alegre, RS 90035-190
Av. Oswaldo Aranha, 99; 2º andar Prédio 11105;Porto Alegre;RS;90035-190;Biblioteca UFRGS Engenharia;(51)3308-3585;Centro Historico;CENTRO;http://www.biblioteca.eng.ufrgs.br/;ESPAÇO DE FORMAÇÃO CULTURAL;livro, leitura;-30,025520621235;-51,204081296548;Avenida Osvaldo Aranha, 99 - Centro, Porto Alegre - RS, 90035-190, República Federativa do Brasil
Av. Otávio Rocha, 115; 1º andar;Porto Alegre;RS;90020-150;Museu do Seguro do Rio Grande do Sul;(51)3224-6661;Centro Historico;CENTRO;;ESPAÇO CULTURAL;;-30,028690265615;-51,225562021748;Avenida Otávio Rocha, 115 - Centro, Porto Alegre - RS, 90020-150, República Federativa do Brasil
Av. Padre Cacique, 2000;2º andar do Gigantinho;Porto Alegre;RS;90840-690;Fundação Iberê Camargo;(51)3247-8000;Praia de Belas;CENTRO;http://www.iberecamargo.org.br/;ESPAÇO CULTURAL;;-30,06794107764;-51,236611705945;Avenida Padre Cacique, 2000 - Praia de Belas, Porto Alegre - RS, 90840-690, República Federativa do Brasil
Av. Padre Cacique, 891;;Porto Alegre;RS;90840-690;Gigantinho;(51)3230-4668;Praia de Belas;CENTRO;;ESPAÇO CULTURAL;;-30,065354435651;-51,233917910625;Av. Padre Cacique, 891 Porto Alegre, RS 90840-690
Av. Padre Cacique, 891; 2º andar ;Porto Alegre;RS;90840-690;Auditório do FECI ;(51)3230-4671;Praia de Belas;CENTRO;http://www.internacional.com.br/pagina.php?modulo=5&setor=9&secao=63&subsecao=;ESPAÇO CULTURAL;;-30,065353430038;-51,233917567873;Av. Padre Cacique, 891 Porto Alegre, RS 90840-690
Av. Padre Cacique, 891; Bairro Menino Deus;Porto Alegre;RS;;Zeferino Brazil FECI Internacional;51 32304671;;;http://www.internacional.com.br/pagina.php?modulo=5&setor=9&secao=63&subsecao=;ESPAÇO DE FORMAÇÃO CULTURAL;livro;-30,065354761145;-51,233922912275;Avenida Padre Cacique, 891 - Praia de Belas, Porto Alegre - RS, 90840-690, República Federativa do Brasil
Av. Paulo Gama, 110;;Porto Alegre;RS;90040-060;Salão de Atos UFRGS;(51)3308-3066;Farroupilha;CENTRO;http://www6.ufrgs.br/salaodeatos/;ESPAÇO CULTURAL;;-30,033290449359;-51,218766563687;Av. Paulo Gama, 110 Porto Alegre, RS 90040-060
Av. Paulo Gama, 110; 2º Andar;Porto Alegre;RS;90040-060;Sala Fahrion UFRGS;(51)3316-3080;Farroupilha;CENTRO;http://www.difusaocultural.ufrgs.br;ESPAÇO CULTURAL;;-30,033286008167;-51,218766101572;Av. Paulo Gama, 110 Porto Alegre, RS 90040-060
Av. Paulo Gama, 110; Prédio 12201;Porto Alegre;RS;90040-060;Biblioteca UFRGS EDUCAÇÃO;(51)3308-3620;Farroupilha;CENTRO;http://www.ufrgs.br/faced/setores/biblioteca/;ESPAÇO DE FORMAÇÃO CULTURAL;livro, leitura;-29,978665510723;-51,114383681337;Av. Paulo Gama, 110 Porto Alegre, RS 90040-060
Av. Pe. Cacique, 891;;Porto Alegre;RS;90840-690;Museu Ruy Tedesco (Sport Club Internacional);(51)3230-4669;Praia de Belas;CENTRO;http://www.internacional.com.br/pagina.php?modulo=5&setor=170&secao=155;ESPAÇO CULTURAL;;-30,065345818991;-51,23391596226;Av. Pe. Cacique, 891 Porto Alegre, RS 90840-690
Av. Praia de Belas, 1181;;Porto Alegre;RS;90110-000;GNC Cinemas Praia de Belas;(51)3231-6695;Menino Deus;CENTRO;http://www.gnccinemas.com.br;ESPAÇO DE FORMAÇÃO CULTURAL;;-30,049350349761;-51,227794461978;Av. Praia de Belas, 1181 Porto Alegre, RS 90110-000
Av. Pres. João Goulart, 551;;Porto Alegre;RS;90020-020;Descentralização da Cultura;(51)3289-8114;Centro Historico;CENTRO;http://www2.portoalegre.rs.gov.br/smc/default.php?p_secao=222[;ESPAÇO CULTURAL;;-30,034357123387;-51,240624712075;Avenida Presidente João Goulart, 551 - Marcílio Dias, Porto Alegre - RS, 90010-120, República Federativa do Brasil
Av. Presidente João Goulart, 551;;Porto Alegre;RS;90010-120;Brique do Gasômetro;(51)3289-6740;Centro Historico;CENTRO;;ESPAÇO DE FORMAÇÃO CULTURAL;artesanato, culinária;-30,033289905324;-51,239937270684;Avenida Presidente João Goulart, Porto Alegre - RS, 90010-120, República Federativa do Brasil
Av. Presidente João Goulart, 551;;Porto Alegre;RS;90010-120;Centro Cultural Usina do Gasômetro;(51)3289-8100;Centro Historico;CENTRO;http://www2.portoalegre.rs.gov.br/smc/default.php?reg=7&p_secao=19;ESPAÇO CULTURAL;PATRIMONIO;-30,03433882695;-51,240610331475;Av. Presidente João Goulart, 551 Porto Alegre, RS 90010-120
Av. Presidente João Goulart, 551;;Porto Alegre;RS;90010-120;Espaço Vasco Prado;(51)3212-5979;Centro Historico;CENTRO;;ESPAÇO CULTURAL;;-30,034341312555;-51,240610108544;Av. Presidente João Goulart, 551 Porto Alegre, RS 90010-120
Av. Presidente João Goulart, 551;;Porto Alegre;RS;90010-120;Teatro Elis Regina;(51)3212-5979;Centro Historico;CENTRO;;ESPAÇO CULTURAL;;-30,034336994387;-51,240612102144;Av. Presidente João Goulart, 551 Porto Alegre, RS 90010-120
Av. Presidente João Goulart, 551;;Porto Alegre;RS;90010-120;Museu do Vinho e Enoteca;(51)3212-5979;Centro Historico;CENTRO;;ESPAÇO CULTURAL;;-30,034339680254;-51,240610019063;Av. Presidente João Goulart, 551 Porto Alegre, RS 90010-120
Av. Presidente João Goulart, 551;;Porto Alegre;RS;90010-120;Depósito de Teatro  ;(51)3026-4468;Centro Historico;CENTRO;www.depositodeteatro.com.br;ESPAÇO CULTURAL;;-30,034337631704;-51,240615268653;Av. Presidente João Goulart, 551 Porto Alegre, RS 90010-120
Av. Presidente João Goulart, 551;;Porto Alegre;RS;90010-120;Santa Estação Cia de Teatro;(51)9253-5034;Centro Historico;CENTRO;;ESPAÇO CULTURAL;;-30,034334785121;-51,240609763299;Av. Presidente João Goulart, 551 Porto Alegre, RS 90010-120
Av. Presidente João Goulart, 551;;Porto Alegre;RS;90010-120;Teatro Elis Regina ;(51)3212-5979;Centro Historico;CENTRO;;ESPAÇO CULTURAL;;-30,034339898082;-51,240608495462;Av. Presidente João Goulart, 551 Porto Alegre, RS 90010-120
Av. Presidente João Goulart, 551;;Porto Alegre;RS;90010-120;Sala de cinema PF Gastal;(51)3289-8135;Centro Historico;CENTRO;;ESPAÇO CULTURAL;;-30,034341963046;-51,240604919444;Av. Presidente João Goulart, 551 Porto Alegre, RS 90010-120
Av. Presidente João Goulart, 551;;Porto Alegre;RS;90010-120;Sala de cinema PF Gastal;(51)3289-8135;Centro Historico;CENTRO;;ESPAÇO DE FORMAÇÃO CULTURAL;;-30,034345578164;-51,2406097927;Av. Presidente João Goulart, 551 Porto Alegre, RS 90010-120
Av. Presidente João Goulart, 551; 2º Andar;Porto Alegre;RS;90010-120;Sala Julieta Battistioli ;(51)3212-5979;Centro Historico;CENTRO;;ESPAÇO CULTURAL;;-30,034337083323;-51,24061183637;Av. Presidente João Goulart, 551 Porto Alegre, RS 90010-120
Av. Presidente João Goulart, 551; Térreo;Porto Alegre;RS;90010-120;Usina do Papel;(51)3212-5979;Centro Historico;CENTRO;http://www2.portoalegre.rs.gov.br/smc/default.php?p_secao=136;ESPAÇO CULTURAL;;-30,034338927323;-51,240606934923;Av. Presidente João Goulart, 551 Porto Alegre, RS 90010-120
Av. Presidente João Goulart, 551;3º andar;Porto Alegre;RS;90010-120;Galeria Lunara;(51)3289-8133;Centro Historico;CENTRO;http://www2.portoalegre.rs.gov.br/smc/default.php?p_secao=49;ESPAÇO CULTURAL;;-30,034339044816;-51,2406070429;Av. Presidente João Goulart, 551 Porto Alegre, RS 90010-120
Av. Presidente João Goulart, 551;4º andar;Porto Alegre;RS;90010-120;Espaço 4o andar;(51)3212-5979;Centro Historico;CENTRO;;ESPAÇO CULTURAL;;-30,034342309188;-51,240606845228;Av. Presidente João Goulart, 551 Porto Alegre, RS 90010-120
Av. Presidente João Goulart, 551;Térreo;Porto Alegre;RS;90010-120;Galeria Iberê Camargo;(51)3212-5979;Centro Historico;CENTRO;http://www2.portoalegre.rs.gov.br/smc/default.php?reg=1&p_secao=33;ESPAÇO CULTURAL;PATRIMONIO;-30,034337222558;-51,2406078664;Av. Presidente João Goulart, 551 Porto Alegre, RS 90010-120
Av. Presidente João Goulart, 551;Térreo;Porto Alegre;RS;90010-120;Galeria dos Arcos;(51)3289-8133;Centro Historico;CENTRO;http://www2.portoalegre.rs.gov.br/smc/default.php?p_secao=48;ESPAÇO CULTURAL;PATRIMONIO;-30,034335453939;-51,240612033843;Av. Presidente João Goulart, 551 Porto Alegre, RS 90010-120
Av. Presidente João Goulart, 551; 3º andar;Porto Alegre;RS;90010-120;Galeria Lunara;(51)3289-8133;Centro Historico;CENTRO;http://www2.portoalegre.rs.gov.br/smc/default.php?p_secao=49;ESPAÇO CULTURAL;fotografia;-30,034341105;-51,240606223079;Av. Presidente João Goulart, 551 Porto Alegre, RS 90010-120
Av. Presidente João Goulart, 551; Térreo;Porto Alegre;RS;90010-120;Galeria Iberê Camargo;(51)2212-5979;Centro Historico;CENTRO;http://www2.portoalegre.rs.gov.br/smc/default.php?reg=1&p_secao=33;ESPAÇO CULTURAL;;-30,03433854111;-51,240607748759;Av. Presidente João Goulart, 551 Porto Alegre, RS 90010-120
Av. Protásio Alves, 2876;;Porto Alegre;RS;90410-000;Mundo Arte Global;(51)3028-4554;Petropolis;CENTRO;;ESPAÇO CULTURAL;;-30,027703346096;-51,19739090849;Avenida Protásio Alves, 2876 - Petrópolis, Porto Alegre - RS, 90410-000, República Federativa do Brasil
Av. Quaraí, 408;;Porto Alegre;RS;90830-090;Circo Teatro Halle Hou;(51)3242-3302;Nonoai;CENTRO-SUL;;ESPAÇO CULTURAL;;-30,087602719389;-51,220652412586;Av. Quaraí, 408 Porto Alegre, RS 90830-090
Av. Salgado Filho, 340;;Porto Alegre;RS;94475-000;Sala Alziro Azevedo UFRGS;(51)3316-3161;;CENTRO;http://www.difusaocultural.ufrgs.br;ESPAÇO CULTURAL;;-30,033563032551;-51,220625687645;Av. Salgado Filho, 340 Porto Alegre, RS 94475-000
Av. São Pedro, 778;;Porto Alegre;RS;91570-000;Biblioteca Instituto Polônia;(51)3342-1060;Sao Geraldo;HUMAITA/NAVEGANTES;http://www.poloniapoa.org/biblioteca.php;ESPAÇO DE FORMAÇÃO CULTURAL;livro, pesquisa;-30,032564484153;-51,220662459596;Rua São Pedro, 778 - Lomba Pinheiro, Porto Alegre - RS, 91570-000, República Federativa do Brasil
Av. Sarmento Leite, 425;;Porto Alegre;RS;90050-170;Museu do Motor da Escola de Engenharia da Universidade Federal do RS;(51)3308-4506;Farroupilha;CENTRO;http://www.mecanica.ufrgs.br/mmotor/;ESPAÇO CULTURAL;;-30,032978432431;-51,22102266499;Av. Sarmento Leite, 425 Porto Alegre, RS 90050-170
Av. Siqueira Campos, 1300; 13º andar;Porto Alegre;RS;90010-001;PGM de Porto Alegre;(51)3289-1458;Centro Historico;CENTRO;http://www2.portoalegre.rs.gov.br/pgm/default.php?reg=23&p_secao=6;ESPAÇO DE FORMAÇÃO CULTURAL;arquivo, livro, leitura;-30,027735395633;-51,228946487685;Rua Siqueira Campos, 1300 - Centro, Porto Alegre - RS, 90010-001, República Federativa do Brasil
